date,person ,risk,potential,ben_bet,gabe_bet,ben_line,outcome,money_outcome,over_under,category,settled
8/25/2017,gabe,100,100,florida_rank,michigan_rank,NA,P,0,NA,cfb_season,yes
8/25/2017,gabe,100,100,fantasty_football,fantasy_football,NA,L,-100,NA,fantasy_football,yes
8/30/2017,gabe,20,20,florida,michigan,3.5,L,-20,NA,cfb,yes
8/30/2017,gabe,20,20,alabama,fsu,-7,W,20,NA,cfb,yes
8/30/2017,gabe,20,20,vanderbilt,mtsu,-3.5,W,20,NA,cfb,yes
8/30/2017,gabe,20,20,texas_a&m,ucla,4,W,20,NA,cfb,yes
8/30/2017,gabe,20,20,viriniga_tech,west_virginia,-4,W,20,NA,cfb,yes
8/30/2017,gabe,20,20,byu,lsu,16.5,L,-20,NA,cfb,yes
8/30/2017,gabe,20,20,houston,texas_sa,-11,P,0,NA,cfb,yes
8/30/2017,gabe,20,20,southern_miss,kentucky,10,W,20,NA,cfb,yes
8/30/2017,gabe,20,20,gerogia,app_state,-14.5,W,20,NA,cfb,yes
8/30/2017,gabe,20,20,olemiss,south_alabama,-23.5,L,-20,NA,cfb,yes
9/8/2017,gabe,20,20,nebraska,oregon,13.5,W,20,NA,cfb,yes
9/8/2017,gabe,20,20,cinn,michigan,34,W,20,NA,cfb,yes
9/8/2017,gabe,20,20,unc,louisville,9.5,L,-20,NA,cfb,yes
9/8/2017,gabe,20,20,pitt,penn_state,21,W,20,NA,cfb,yes
9/8/2017,gabe,20,20,alabama,fresnost,-44,L,-20,NA,cfb,yes
9/8/2017,gabe,20,20,arkansas,tcu,3,L,-20,NA,cfb,yes
9/8/2017,gabe,20,20,auburn,clemson,5,L,-20,NA,cfb,yes
9/8/2017,gabe,20,20,georgia,nd,5.5,W,20,NA,cfb,yes
9/8/2017,gabe,20,20,miss_state,louisiana_tech,-9.5,W,20,NA,cfb,yes
9/8/2017,gabe,20,20,ohio_state,oklahoma,-7.5,L,-20,NA,cfb,yes
9/8/2017,gabe,20,20,southern_cal,stanford,-5.5,W,20,NA,cfb,yes
9/10/2017,gabe,40,40,colts,rams,3.5,L,-40,NA,nfl,yes
9/10/2017,gabe,40,40,panthers,49ers,-4.5,W,40,NA,nfl,yes
9/10/2017,gabe,40,40,jets,bills,7.5,L,-40,NA,nfl,yes
9/10/2017,gabe,40,40,falcons,bears,-6.5,L,-40,NA,nfl,yes
9/10/2017,gabe,40,40,texans,jags,-5,L,-40,NA,nfl,yes
9/10/2017,gabe,40,40,eagles,redskins,-1,W,40,NA,nfl,yes
9/10/2017,gabe,40,40,cards,lions,-2.5,L,-40,NA,nfl,yes
9/10/2017,gabe,40,40,titans,raiders,-2.5,L,-40,NA,nfl,yes
9/10/2017,gabe,40,40,buccs,dolphins,-2.5,P,0,NA,nfl,yes
9/10/2017,gabe,40,40,browns,steelers,10,W,40,NA,nfl,yes
9/10/2017,gabe,40,40,packers,seahawks,-3,W,40,NA,nfl,yes
9/10/2017,gabe,40,40,giants,cowboys,4,L,-40,NA,nfl,yes
9/10/2017,gabe,40,40,vikings,saints,-3,W,40,NA,nfl,yes
9/10/2017,gabe,100,100,broncos,chargers,-2.5,W,100,NA,nfl,yes
9/16/2017,gabe,20,20,south_carolina,kentucky,-6.5,L,-20,NA,cfb,yes
9/16/2017,gabe,20,20,nd,bc,-13,W,20,NA,cfb,yes
9/16/2017,gabe,20,20,michigan,airforce,-23.5,L,-20,NA,cfb,yes
9/16/2017,gabe,20,20,ucla,memphis,-3,L,-20,NA,cfb,yes
9/16/2017,gabe,20,20,tennessee,florida,4.5,L,-20,NA,cfb,yes
9/16/2017,gabe,20,20,alabama,colorado_state,-28.5,L,-20,NA,cfb,yes
9/16/2017,gabe,20,20,miss_st,lsu,7.5,W,20,NA,cfb,yes
9/16/2017,gabe,20,20,vanderbilt,ksu,4,W,20,NA,cfb,yes
9/16/2017,gabe,20,20,texas,southern_cal,15.5,W,20,NA,cfb,yes
9/16/2017,gabe,20,20,ole_miss,cal,-3.5,L,-20,NA,cfb,yes
9/16/2017,gabe,20,20,louisville,clemson,3,L,-20,NA,cfb,yes
9/17/2017,gabe,20,20,titans,jags,-2,W,20,NA,nfl,yes
9/17/2017,gabe,20,20,browns,ravens,8,L,-20,NA,nfl,yes
9/17/2017,gabe,20,20,panthers,bills,-7,L,-20,NA,nfl,yes
9/17/2017,gabe,20,20,saints,pats,6.5,L,-20,NA,nfl,yes
9/17/2017,gabe,20,20,colts,cards,7,W,20,NA,nfl,yes
9/17/2017,gabe,20,20,chiefs,eagles,-5.5,W,20,NA,nfl,yes
9/17/2017,gabe,20,20,steelers,vikings,-6.5,W,20,NA,nfl,yes
9/17/2017,gabe,20,20,bears,buccs,7,L,-20,NA,nfl,yes
9/17/2017,gabe,20,20,dolphins,chargers,3.5,W,20,NA,nfl,yes
9/17/2017,gabe,20,20,jets,raiders,13.5,L,-20,NA,nfl,yes
9/17/2017,gabe,20,20,rams,redskins,-3,L,-20,NA,nfl,yes
9/17/2017,gabe,20,20,broncos,cowboys,2,W,20,NA,nfl,yes
9/17/2017,gabe,20,20,49ers,seahawks,14,W,20,NA,nfl,yes
9/17/2017,gabe,20,20,packers,falcons,3,L,-20,NA,nfl,yes
9/17/2017,gabe,20,20,lions,giants,3,W,20,NA,nfl,yes
9/23/2017,gabe,20,20,virginia,boise_state,13,W,20,NA,cfb,yes
9/23/2017,gabe,20,20,utah,arizona,-3.5,W,20,NA,cfb,yes
9/23/2017,gabe,20,20,wake_forest,app_state,-5,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,unc,duke,-2,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,purdue,michigan,10,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,gatech,pitt,-9,W,20,NA,cfb,yes
9/23/2017,gabe,20,20,iowa,penn_state,12.5,W,20,NA,cfb,yes
9/23/2017,gabe,20,20,bc,clemson,34,W,20,NA,cfb,yes
9/23/2017,gabe,20,20,ncstate,fsu,13,W,20,NA,cfb,yes
9/23/2017,gabe,20,20,missst,georgia,4.5,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,south_carolina,la_te,-9.5,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,florida,kentucky,-1.5,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,mich_state,nd,3.5,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,lsu,syracuse,-21,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,mizzou,auburn,18,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,vanderbilt,alabama,18.5,L,-20,NA,cfb,yes
9/23/2017,gabe,20,20,arkansas,texas_am,2.5,L,-20,NA,cfb,yes
9/24/2017,gabe,20,20,jags,ravens,3.5,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,colts,browns,1.5,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,steelers,bears,-7,L,-20,NA,nfl,yes
9/24/2017,gabe,20,20,jets,dolphins,6,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,broncos,buffalo,-3,L,-20,NA,nfl,yes
9/24/2017,gabe,20,20,texans,pats,14,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,panthers,saints,-5.5,L,-20,NA,nfl,yes
9/24/2017,gabe,20,20,vikings,buccs,-2,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,falcons,lions,-3,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,giants,eagles,6,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,titans,seahawks,-2.5,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,chiefs,chargers,-3,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,bengals,packers,9,W,20,NA,nfl,yes
9/24/2017,gabe,20,20,raiders,redskins,-3,L,-20,NA,nfl,yes
9/24/2017,gabe,50,50,cards,cowboys,3,L,-50,NA,nfl,yes
9/30/2017,gabe,20,20,miami,duke,-6.5,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,nebraska,illinois,-5.5,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,southern_cal,washington,-5,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,kentucky,east_michigan,-14.5,L,-20,NA,cfb,yes
9/30/2017,gabe,20,20,bc,central_michigan,-10,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,iowa,mich_state,4.5,L,-20,NA,cfb,yes
9/30/2017,gabe,20,20,wake_forest,fsu,7.5,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,south_carolina,texas_am,7.5,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,florida,vanderbilt,-9,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,tennessee,georgia,7.5,L,-20,NA,cfb,yes
9/30/2017,gabe,20,20,auburn,miss_state,-9,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,georgia_tech,unc,-9.5,W,20,NA,cfb,yes
9/30/2017,gabe,20,20,ole_miss,alabama,27,L,-20,NA,cfb,yes
10/1/2017,gabe,20,20,dolphins,saints,3,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,pats,panthers,-9,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,cowboys,rams,-6.5,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,lions,vikings,2,W,20,NA,nfl,yes
10/1/2017,gabe,20,20,texans,titans,2.5,W,20,NA,nfl,yes
10/1/2017,gabe,20,20,jags,jets,-3,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,browns,bengals,3,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,steelers,ravens,-3,W,20,NA,nfl,yes
10/1/2017,gabe,20,20,falcons,bills,-8,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,buccs,giants,-3,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,eagles,chargers,1.5,W,20,NA,nfl,yes
10/1/2017,gabe,20,20,cards,49ers,-7,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,raiders,broncos,3,L,-20,NA,nfl,yes
10/1/2017,gabe,20,20,seahawks,colts,-13,W,20,NA,nfl,yes
10/1/2017,gabe,20,20,chiefs,redskins,-7,W,20,NA,nfl,yes
10/16/2017,gabe,50,50,titans,colts,-7,W,50,NA,nfl,yes
10/17/2017,gabe,40,40,houston,golden_state,9,W,40,NA,nba,yes
10/17/2017,gabe,40,40,celtics,cleveland,3.5,W,40,NA,nba,yes
10/17/2017,gabe,40,40,houston,memphis,-3,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,syracuse,miami,16.5,W,40,NA,cfb,yes
10/17/2017,gabe,40,40,georgia_tech,wake_forest,-6.5,W,40,NA,cfb,yes
10/17/2017,gabe,40,40,michigan,penn_state,9.5,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,unc,virginia_tech,21,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,maryland,wisconsin,24,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,miss_state,kentucky,-10.5,W,40,NA,cfb,yes
10/17/2017,gabe,40,40,ucla,oregon,-6.5,W,40,NA,cfb,yes
10/17/2017,gabe,40,40,illinois,minnesota,14,W,40,NA,cfb,yes
10/17/2017,gabe,40,40,tennessee,alabama,34.5,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,oklahoma_state,texas,-7,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,west_virginia,baylor,-9,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,arkansas,auburn,15.5,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,louisville,fsu,6.5,W,40,NA,cfb,yes
10/17/2017,gabe,40,40,nd,southern_cal,-3.5,W,40,NA,cfb,yes
10/17/2017,gabe,40,40,oklahoma,kansas_state,-14,L,-40,NA,cfb,yes
10/17/2017,gabe,40,40,lsu,ole_miss,-6.5,W,40,NA,cfb,yes
10/17/2017,gabe,40,40,chiefs,raiders,-3,L,-40,NA,nfl,yes
10/17/2017,gabe,40,40,titans,browns,-5.5,L,-40,NA,nfl,yes
10/17/2017,gabe,40,40,jags,colts,-3,W,40,NA,nfl,yes
10/17/2017,gabe,40,40,steelers,bengals,-5.5,W,40,NA,nfl,yes
10/17/2017,gabe,40,40,vikings,ravens,-5.5,W,40,NA,nfl,yes
10/17/2017,gabe,40,40,dolphins,jets,-3,P,0,NA,nfl,yes
10/17/2017,gabe,40,40,bills,buccs,-3,P,0,NA,nfl,yes
10/17/2017,gabe,40,40,panthers,bears,-3,L,-40,NA,nfl,yes
10/17/2017,gabe,40,40,saints,packers,-5.5,W,40,NA,nfl,yes
10/17/2017,gabe,40,40,cards,rams,3.5,L,-40,NA,nfl,yes
10/17/2017,gabe,40,40,cowboys,49ers,-6,W,40,NA,nfl,yes
10/17/2017,gabe,40,40,giants,seahawks,5.5,L,-40,NA,nfl,yes
10/17/2017,gabe,40,40,chargers,broncos,-1.5,W,40,NA,nfl,yes
10/17/2017,gabe,40,40,falcons,pats,3.5,L,-40,NA,nfl,yes
10/17/2017,gabe,70,70,eagles,redskins,-5.5,W,70,NA,nfl,yes
10/24/2017,gabe,30,30,magic,nets,-5,L,-30,NA,nba,yes
10/24/2017,gabe,30,30,cavs,bulls,-15.6,L,-30,NA,nba,yes
10/24/2017,gabe,30,30,knicks,celtics,7.5,L,-30,NA,nba,yes
10/24/2017,gabe,30,30,pacers,timberwolves,12,W,30,NA,nba,yes
10/24/2017,gabe,30,30,pelicans,trailblazers,5,L,-30,NA,nba,yes
10/24/2017,gabe,30,30,clippers,jazz,-4.5,W,30,NA,nba,yes
10/25/2017,gabe,20,20,pistons,timberwolves,-2.5,W,20,NA,nba,yes
10/25/2017,gabe,20,20,rockets,76ers,-3.5,L,-20,NA,nba,yes
10/25/2017,gabe,20,20,nuggets,hornets,-2,L,-20,NA,nba,yes
10/25/2017,gabe,20,20,cavs,nets,-7.5,L,-20,NA,nba,yes
10/25/2017,gabe,20,20,heat,spurs,4,L,-20,NA,nba,yes
10/25/2017,gabe,20,20,thunder,pacers,-13.5,W,20,NA,nba,yes
10/25/2017,gabe,20,20,mavericks,grizzlies,4,W,20,NA,nba,yes
10/25/2017,gabe,20,20,suns,jazz,7,W,20,NA,nba,yes
10/25/2017,gabe,20,20,lakers,wizards,6,W,20,NA,nba,yes
10/25/2017,gabe,20,20,warriors,raptors,-12,L,-20,NA,nba,yes
10/25/2017,gabe,20,20,fsu,bc,-3.5,L,-20,NA,cfb,yes
10/25/2017,gabe,20,20,nebraska,purdue,5.5,W,20,NA,cfb,yes
10/25/2017,gabe,20,20,tennessee,kentucky,4.5,W,20,NA,cfb,yes
10/25/2017,gabe,20,20,south_carolina,vanderbilt,-7,P,0,NA,cfb,yes
10/25/2017,gabe,20,20,louisville,wake_forest,-3,L,-20,NA,cfb,yes
10/25/2017,gabe,20,20,unc,miami,20.5,W,20,NA,cfb,yes
10/25/2017,gabe,20,20,michigan,rutgers,-24,L,-20,NA,cfb,yes
10/25/2017,gabe,20,20,pitt,virginia,-3,W,20,NA,cfb,yes
10/25/2017,gabe,20,20,clemson,georgia_tech,-14,P,0,NA,cfb,yes
10/25/2017,gabe,20,20,oklahoma_state,west_virginia,-7.5,W,20,NA,cfb,yes
10/25/2017,gabe,20,20,texas,baylor,-7.5,W,20,NA,cfb,yes
10/25/2017,gabe,20,20,florida,georgia,14,L,-20,NA,cfb,yes
10/25/2017,gabe,20,20,texas_tech,oklahoma,20,L,-20,NA,cfb,yes
10/25/2017,gabe,20,20,arkansas,ole_miss,3,W,20,NA,cfb,yes
10/25/2017,gabe,20,20,penn_state,ohio_state,6.5,W,20,NA,cfb,yes
10/25/2017,gabe,20,20,miss_state,texas_am,-1.5,W,20,NA,cfb,yes
10/25/2017,gabe,50,50,ravens,dolphins,-3,W,50,NA,nfl,yes
10/25/2017,gabe,20,20,browns,vikings,9.5,L,-20,NA,nfl,yes
10/25/2017,gabe,20,20,bears,saints,9,W,20,NA,nfl,yes
10/25/2017,gabe,20,20,falcons,jets,-4.5,W,20,NA,nfl,yes
10/25/2017,gabe,20,20,panthers,buccs,2,W,20,NA,nfl,yes
10/25/2017,gabe,20,20,eagles,49ers,-13,W,20,NA,nfl,yes
10/25/2017,gabe,20,20,raiders,bills,2.5,L,-20,NA,nfl,yes
10/25/2017,gabe,20,20,colts,bengals,10.5,W,20,NA,nfl,yes
10/25/2017,gabe,20,20,pats,chargers,-7,W,20,NA,nfl,yes
10/25/2017,gabe,20,20,seahawks,texans,-5.5,L,-20,NA,nfl,yes
10/25/2017,gabe,20,20,cowboys,redskins,-2.5,W,20,NA,nfl,yes
10/25/2017,gabe,20,20,lions,steelers,3,L,-20,NA,nfl,yes
10/25/2017,gabe,20,20,chiefs,broncos,-7,W,20,NA,nfl,yes
10/27/2017,gabe,50,50,raptors,lakers,-6,W,50,NA,nba,yes
10/30/2017,gabe,40,40,under,over,215.5,L,-40,timberwolves_heat,nba,yes
10/30/2017,gabe,40,40,over,under,212.5,L,-40,raptors_trailblazers,nba,yes
11/1/2017,gabe,20,20,pacers,kings,-5,W,20,NA,nba,yes
11/1/2017,gabe,20,20,nets,suns,-5,L,-20,NA,nba,yes
11/1/2017,gabe,20,20,thunder,bucks,-1.5,W,20,NA,nba,yes
11/1/2017,gabe,20,20,lakers,pistons,4.5,W,20,NA,nba,yes
11/1/2017,gabe,20,20,wizards,suns,-12,L,-20,NA,nba,yes
11/1/2017,gabe,20,20,bucks,hornets,3,L,-20,NA,nba,yes
11/1/2017,gabe,20,20,hawks,76ers,10,P,0,NA,nba,yes
11/1/2017,gabe,20,20,cavs,pacers,-10,L,-20,NA,nba,yes
11/1/2017,gabe,20,20,celtics,kings,-11,W,20,NA,nba,yes
11/1/2017,gabe,20,20,over,under,50,L,-20,saints_buccs,nfl,yes
11/1/2017,gabe,20,20,jets,bills,3,W,20,NA,nfl,yes
11/1/2017,gabe,20,20,broncos,eagles,8,L,-20,NA,nfl,yes
11/1/2017,gabe,20,20,giants,rams,3.5,L,-20,NA,nfl,yes
11/1/2017,gabe,20,20,saints,buccs,-7,W,20,NA,nfl,yes
11/1/2017,gabe,20,20,jags,bengals,-4.5,W,20,NA,nfl,yes
11/1/2017,gabe,20,20,falcons,panthers,2,L,-20,NA,nfl,yes
11/1/2017,gabe,20,20,texans,colts,-13,L,-20,NA,nfl,yes
11/1/2017,gabe,20,20,ravens,titans,5.5,W,20,NA,nfl,yes
11/1/2017,gabe,20,20,49ers,cards,2,L,-20,NA,nfl,yes
11/1/2017,gabe,20,20,redskins,seahawks,-7.5,L,-20,NA,nfl,yes
11/1/2017,gabe,20,20,chiefs,cowboys,0,L,-20,NA,nfl,yes
11/1/2017,gabe,20,20,raiders,dolphins,-3,P,0,NA,nfl,yes
11/1/2017,gabe,20,20,lions,packers,-2.5,W,20,NA,nfl,yes
11/1/2017,gabe,40,40,over,under,198,W,40,kings_celtics,nba,yes
11/1/2017,gabe,40,40,under,over,227,L,-40,wizards_suns,nba,yes
11/1/2017,gabe,40,40,under,over,203.5,W,40,magic_grizzlies,nba,yes
11/1/2017,gabe,40,40,over,under,42,W,40,jets_bills,nfl,yes
11/3/2017,gabe,20,20,ole_miss,kentucky,4,W,20,NA,cfb,yes
11/3/2017,gabe,20,20,fsu,syracuse,-6,L,-20,NA,cfb,yes
11/3/2017,gabe,20,20,nebraska,northwestern,-1,L,-20,NA,cfb,yes
11/3/2017,gabe,20,20,iowa,ohio_state,18,W,20,NA,cfb,yes
11/3/2017,gabe,20,20,miami,virginia_tech,2.5,W,20,NA,cfb,yes
11/3/2017,gabe,20,20,texas_a&m,auburn,15,P,0,NA,cfb,yes
11/3/2017,gabe,20,20,south_carolina,georgia,23.5,W,20,NA,cfb,yes
11/3/2017,gabe,20,20,michigan,minnesota,-15.5,W,20,NA,cfb,yes
11/3/2017,gabe,20,20,oklahoma_state,oklahoma,-2.5,L,-20,NA,cfb,yes
11/3/2017,gabe,20,20,wake_forest,nd,14,W,20,NA,cfb,yes
11/3/2017,gabe,20,20,florida,mizzou,3,L,-20,NA,cfb,yes
11/3/2017,gabe,20,20,lsu,alabama,21,W,20,NA,cfb,yes
11/3/2017,gabe,20,20,michigan_state,penn_state,9.5,W,20,NA,cfb,yes
11/3/2017,gabe,20,20,stanford,washington_state,2,L,-20,NA,cfb,yes
11/3/2017,gabe,20,20,cavs,wizards,-3.5,W,20,NA,nba,yes
11/3/2017,gabe,20,20,magic,bulls,-7.5,L,-20,NA,nba,yes
11/3/2017,gabe,20,20,bucks,pistons,1.5,L,-20,NA,nba,yes
11/3/2017,gabe,20,20,pacers,76ers,5,L,-20,NA,nba,yes
11/3/2017,gabe,20,20,hawks,rockets,9,L,-20,NA,nba,yes
11/3/2017,gabe,20,20,knicks,suns,-4.5,W,20,NA,nba,yes
11/3/2017,gabe,20,20,spurs,hornets,-4.5,W,20,NA,nba,yes
11/3/2017,gabe,20,20,mavs,pelicans,4.5,L,-20,NA,nba,yes
11/3/2017,gabe,20,20,raptors,jazz,1.5,W,20,NA,nba,yes
11/3/2017,gabe,20,20,over,under,63,L,-20,marchall_floridaatlatic,cfb,yes
11/9/2017,gabe,40,40,lakers,wizards,10.5,L,-40,NA,nba,yes
11/9/2017,gabe,40,40,pelicans,raptors,5.5,W,40,NA,nba,yes
11/9/2017,gabe,40,40,rockets,cavs,-6,L,-40,NA,nba,yes
11/9/2017,gabe,40,40,76ers,kings,-6.5,L,-40,NA,nba,yes
11/9/2017,gabe,40,40,thunder,nuggets,-1.5,L,-40,NA,nba,yes
11/10/2017,gabe,30,30,washington,stanford,-6,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,unlv,byu,-4.5,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,michigan,maryland,-17,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,south_carolina,florida,-6,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,virginia_tech,georgia_tech,-3,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,boston_college,nc_state,3,P,0,NA,cfb,yes
11/10/2017,gabe,30,30,wake_forest,syracuse,1,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,rutgers,penn_state,31,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,michigan_state,ohio_state,17,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,illinois,indiana,8,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,west_virginia,kansas_state,2.5,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,oklahoma,tcu,-6.5,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,louisville,virginia,-11.5,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,miami,nd,-3.5,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,nebraska,minnesota,2.5,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,miss_state,alabama,14,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,southern_cal,colorado,-12.5,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,georgia,auburn,-2.5,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,tennessee,mizzou,12,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,kentucky,vanderbilt,2,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,clemson,fsu,-16,W,30,NA,cfb,yes
11/10/2017,gabe,30,30,arkansas,lsu,17,L,-30,NA,cfb,yes
11/10/2017,gabe,30,30,vikings,redskins,-1.5,W,30,NA,nfl,yes
11/10/2017,gabe,30,30,packers,bears,-5.5,W,30,NA,nfl,yes
11/10/2017,gabe,30,30,colts,steelers,10,W,30,NA,nfl,yes
11/10/2017,gabe,30,30,chargers,jags,3.5,W,30,NA,nfl,yes
11/10/2017,gabe,30,30,buccs,jets,2.5,W,30,NA,nfl,yes
11/10/2017,gabe,30,30,titans,bengals,-4.5,L,-30,NA,nfl,yes
11/10/2017,gabe,30,30,bills,saints,3,L,-30,NA,nfl,yes
11/10/2017,gabe,30,30,lions,browns,-11,W,30,NA,nfl,yes
11/10/2017,gabe,30,30,texans,rams,11.5,L,-30,NA,nfl,yes
11/10/2017,gabe,30,30,falcons,cowboys,-3,W,30,NA,nfl,yes
11/10/2017,gabe,30,30,49ers,giants,2.5,W,30,NA,nfl,yes
11/10/2017,gabe,30,30,over,under,40,L,-30,broncos_pats,nfl,yes
11/10/2017,gabe,30,30,broncos,pats,7.5,L,-30,NA,nfl,yes
11/10/2017,gabe,60,60,panthers,dolphins,-9,W,60,NA,nfl,yes
11/14/2017,gabe,50,50,raptors,rockets,8.5,W,50,NA,nba,yes
11/15/2017,gabe,20,20,wizards,heat,1,W,20,NA,nba,yes
11/15/2017,gabe,20,20,knicks,jazz,-4,W,20,NA,nba,yes
11/15/2017,gabe,20,20,hawks,kings,-4.5,W,20,NA,nba,yes
11/15/2017,gabe,20,20,spurs,timberwolves,5.5,L,-20,NA,nba,yes
11/15/2017,gabe,20,20,cavs,hornets,-1.5,W,20,NA,nba,yes
11/15/2017,gabe,20,20,pelicans,raptors,-3,L,-20,NA,nba,yes
11/15/2017,gabe,20,20,thunder,bulls,-12,W,20,NA,nba,yes
11/15/2017,gabe,20,20,pacers,grizzlies,3.5,W,20,NA,nba,yes
11/15/2017,gabe,20,20,bucks,pistons,-4,P,0,NA,nba,yes
11/15/2017,gabe,20,20,76ers,lakers,-3,W,20,NA,nba,yes
11/15/2017,gabe,20,20,over,under,146.5,W,30,valporaiso_selouisiana,cbb,yes
11/15/2017,gabe,20,20,over,under,163,W,30,ballstate_oklahoma,cbb,yes
11/15/2017,gabe,30,30,over,under,151.5,W,30,indiana_setonhall,cbb,yes
11/15/2017,gabe,30,30,over,under,155,W,30,niagara_minn,cbb,yes
11/15/2017,gabe,30,30,under,over,62.5,L,-30,floridaint_floridaatlantic,cfb,yes
11/15/2017,gabe,30,30,under,over,71.5,W,30,syracuse_louisville,cfb,yes
11/18/2017,gabe,30,30,georgia,kentucky,-21.5,W,30,,cfb,yes
11/18/2017,gabe,30,30,georgia_tech,duke,-7,L,-30,,cfb,yes
11/18/2017,gabe,30,30,nc_state,wake_forest,1.5,L,-30,,cfb,yes
11/18/2017,gabe,30,30,louisville,syracuse,-13,W,30,,cfb,yes
11/18/2017,gabe,30,30,maryland,michigan_state,15.5,W,30,,cfb,yes
11/18/2017,gabe,30,30,okahoma,kansas,-37.5,W,30,,cfb,yes
11/18/2017,gabe,30,30,vanderbit,mizzou,8,L,-30,,cfb,yes
11/18/2017,gabe,30,30,washington,utah,-17.5,L,-30,,cfb,yes
11/18/2017,gabe,30,30,LSU,tennessee,-16,W,30,,cfb,yes
11/18/2017,gabe,30,30,navy,nd,18,W,30,,cfb,yes
11/18/2017,gabe,30,30,texas_a&m,oie_miss,-1.5,W,30,,cfb,yes
